occupants,plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,hot_water_fixtures
0.667,0.557,0.106,0.421,0.15,0,0,0.44,0,0,0,0.0451
0.667,0.557,0.116,0.421,0.147,0,0,0.278,0,0,0,0.0902
0.667,0.557,0.134,0.421,0.146,0,0,0.44,0,0,0,0.316
0.394,0.56,0.149,0.421,0.146,0,0,0.468,0,0,0,0.226
0.333,0.57,0.16,0.421,0.147,0,0,0.471,0,0,0,0.135
0.356,0.584,0.177,0.421,0.157,0,0,0.176,0,0,0,0.257
0.667,0.62,0.341,0.525,0.268,0,0,0,0,0,0.233,0.256
0.856,0.64,0.538,0.869,0.392,0.243,0.317,0,0,0,0,0.0451
1,0.617,0.568,0.842,0.422,0.803,0.6,0,0,0,0,0.18
1,0.59,0.569,0.807,0.491,0.602,0,0,0,0,0,0
1,0.555,0.476,0.807,0.506,0,0,0,0,0,0,0
1,0.541,0.181,0.649,0.228,0,0,0,0,0,0,0
1,0.545,0.0667,0.553,0.0977,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.554,0.0192,0.482,0.0511,0,0,0,0,0,0,0.276
0.728,0.559,0.019,0.456,0.051,0,0,0,0,0,0,0
0.667,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
0.667,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
0.667,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
0.667,0.562,0.0388,0.421,0.0857,0,0,0,0,0,0,0
0.667,0.554,0.111,0.421,0.193,0,0,0,0,0,0.317,0.135
0.667,0.549,0.178,0.421,0.259,0,0,0,0,0,0.15,0.271
0.667,0.549,0.193,0.421,0.249,0,0,0,0,0,0,0.271
0.583,0.551,0.191,0.421,0.219,0,0,0,0,0,0,0.0451
0.667,0.549,0.249,0.421,0.242,0,0,0,0,0,0,0.0902
0.667,0.554,0.279,0.421,0.242,0,0,0,0,0,0,0.316
0.856,0.579,0.384,0.421,0.298,0,0,0,0,0,0,0.135
1,0.618,0.464,0.421,0.348,0,0,0,0,0,0,0.361
1,0.648,0.502,0.577,0.376,0,0,0,0,0,0,0
1,0.653,0.616,0.94,0.444,0,0,0,0,0,0,0.16
1,0.636,0.777,1,0.565,0,0,0,0,0,0,0.271
1,0.602,0.844,1,0.711,0,0,0,0,0,0.233,0.0451
1,0.551,0.705,1,0.734,0,0,0,0,0,0,0
1,0.512,0.395,0.939,0.461,0,0,0.263,0.263,0.0667,0,0.361
1,0.506,0.127,0.794,0.159,0,0,0.456,0,0.383,0,0.145
1,0.531,0.0339,0.614,0.071,0,0,0.3,0,0,0,0.0451
1,0.531,0.0221,0.614,0.0567,0,0,0,0,0,0,0.0451
1,0.531,0.0171,0.614,0.0509,0,0,0,0,0,0,0.0451
1,0.542,0.0161,0.553,0.0509,0,0,0,0,0,0,0.322
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.917,0.541,0.0285,0.592,0.114,0,0,0,0,0,0,0.697
0.978,0.507,0.0679,0.781,0.32,0,0,0,0,0,0,0.398
0.394,0.552,0.0472,0.421,0.189,0.246,0.317,0,0,0,0,0.0451
0.333,0.557,0.0494,0.421,0.165,0.253,0.133,0,0,0,0,0
0.333,0.557,0.0556,0.421,0.16,0,0,0,0,0,0,0.127
0.228,0.559,0.0456,0.421,0.123,0,0,0,0,0,0,0.192
0.272,0.558,0.0565,0.421,0.132,0,0,0,0,0,0,0.0451
0.417,0.555,0.0825,0.421,0.171,0,0,0,0,0,0.0667,0.135
0.333,0.557,0.076,0.421,0.146,0,0,0,0,0,0.167,0
0.522,0.558,0.119,0.421,0.2,0,0,0,0,0,0.567,0.0902
0.561,0.57,0.141,0.421,0.212,0,0,0,0,0,0.15,0.0451
0.439,0.591,0.147,0.421,0.182,0,0,0,0,0,0.233,0.271
0.856,0.637,0.338,0.577,0.331,0.613,0.45,0,0,0,0.467,0.0451
1,0.653,0.528,0.94,0.444,0,0,0,0,0,0,0.0902
1,0.636,0.705,1,0.565,0,0,0,0,0,0,0
1,0.602,0.796,1,0.711,0,0,0,0,0,0,0.137
1,0.552,0.661,0.987,0.722,0,0,0,0,0,0,0.305
1,0.541,0.165,0.649,0.228,0,0,0,0,0,0,0.169
1,0.559,0.0275,0.456,0.0635,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.894,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.667,0.563,0.0173,0.434,0.0568,0,0,0,0,0,0,0.0777
0.478,0.554,0.0233,0.505,0.0894,0,0,0,0,0,0,0.427
0.333,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.333,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.228,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.272,0.558,0.053,0.421,0.136,0,0,0,0,0,0,0
0.333,0.557,0.0653,0.421,0.15,0,0,0,0,0,0,0.316
0.333,0.557,0.0697,0.421,0.147,0,0,0,0,0,0,0.0902
0.333,0.557,0.076,0.421,0.146,0,0,0,0,0,0,0.271
0.333,0.56,0.0811,0.421,0.146,0,0,0,0,0,0,0.0451
0.333,0.57,0.0926,0.421,0.147,0,0,0,0,0,0,0.226
0.711,0.606,0.227,0.421,0.264,0,0,0,0,0,0,0.2
1,0.648,0.386,0.577,0.376,0.33,0.317,0,0,0,0.0667,0.262
1,0.653,0.528,0.94,0.444,0.246,0.6,0,0,0,1,0.135
1,0.636,0.705,1,0.565,0,0,0,0,0,0.133,0.23
1,0.602,0.796,1,0.711,0,0,0,0,0,0,0.313
1,0.551,0.671,1,0.734,0,0,0,0,0,0,0.068
1,0.521,0.287,0.842,0.372,0,0,0,0,0,0,0
1,0.529,0.0766,0.649,0.118,0,0,0,0,0,0,0.0451
1,0.531,0.0339,0.614,0.071,0,0,0,0,0,0,0
1,0.542,0.0217,0.553,0.0567,0,0,0,0,0,0,0.135
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.557,0.0214,0.482,0.079,0,0,0,0,0,0,0.0902
1,0.544,0.035,0.553,0.149,0,0,0,0,0,0,0.241
0.978,0.55,0.0603,0.421,0.233,0,0,0,0,0,0,0.146
0.561,0.552,0.0706,0.421,0.244,0,0,0,0,0,0,0.313
0.333,0.557,0.0556,0.421,0.16,0,0,0,0,0,0,0
0.333,0.557,0.0608,0.421,0.155,0,0,0,0,0,0,0.0902
0.333,0.557,0.0653,0.421,0.15,0,0,0,0,0,0.233,0.0451
0.333,0.557,0.0697,0.421,0.147,0,0,0,0,0,0,0.135
0.333,0.557,0.076,0.421,0.146,0,0,0,0,0,0,0.271
0.333,0.56,0.0811,0.421,0.146,0,0,0,0,0,0,0.0451
0.333,0.57,0.0926,0.421,0.147,0,0,0,0,0,0,0.0451
0.25,0.579,0.0899,0.421,0.126,0,0,0,0,0,0,0.0451
0.522,0.609,0.215,0.525,0.223,0,0,0,0,0,0,0.0902
0.667,0.624,0.357,0.767,0.313,0,0,0,0,0,0,0.0902
0.939,0.631,0.665,0.965,0.537,0,0,0,0,0,0,0.214
1,0.602,0.796,1,0.711,0,0,0,0,0,0,0.0309
1,0.551,0.671,1,0.734,0,0,0,0,0,0,0
1,0.556,0.0983,0.527,0.149,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.541,0.0285,0.592,0.114,0,0,0,0,0,0,0.3
1,0.519,0.0614,0.685,0.283,0,0,0,0,0,0,0.425
0.894,0.535,0.0858,0.421,0.364,0,0,0,0,0,0,0.504
0.667,0.549,0.0825,0.421,0.279,0,0,0,0,0,0,0.17
0.644,0.55,0.0921,0.421,0.261,0,0,0,0,0,0,0.239
0.333,0.557,0.0608,0.421,0.155,0,0,0,0,0,0,0.0451
0.333,0.557,0.0653,0.421,0.15,0,0,0,0,0,0,0.0451
0.333,0.557,0.0697,0.421,0.147,0,0,0,0,0,0,0.451
0.333,0.557,0.076,0.421,0.146,0,0,0,0,0,0,0.135
0.333,0.56,0.0811,0.421,0.146,0,0,0,0,0,0,0.135
0.333,0.57,0.0926,0.421,0.147,0,0,0,0,0,0,0.451
0.417,0.586,0.134,0.421,0.174,0,0,0,0,0,0,0.18
0.417,0.599,0.167,0.473,0.185,0,0,0,0,0,0,0.135
0.333,0.594,0.187,0.594,0.182,0,0,0,0,0,0,0
0.333,0.589,0.246,0.614,0.222,0,0,0,0,0,0,0.0761
0.461,0.578,0.372,0.688,0.367,0,0,0,0,0,0,0.276
1,0.553,0.651,0.974,0.71,0,0,0,0,0,0,0.24
1,0.544,0.138,0.614,0.195,0,0,0,0,0,0,0.221
1,0.545,0.0583,0.553,0.0977,0,0,0,0,0,0,0.112
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.554,0.0171,0.482,0.0511,0,0,0,0,0,0.317,0
1,0.518,0.0237,0.688,0.0709,0,0,0,0,0,0.15,0.201
1,0.472,0.0479,1,0.193,0,0,0,0,0,0,0.531
0.978,0.503,0.0708,0.817,0.336,0,0,0,0,0,0,0.288
0.644,0.544,0.0671,0.421,0.276,0,0,0,0,0,0,0.155
0.583,0.551,0.0743,0.421,0.25,0.49,0.217,0,0,0,0.233,0.0902
0.0611,0.563,0.0232,0.421,0.0711,0.171,0,0,0,0,0,0
0.272,0.558,0.053,0.421,0.136,0,0,0,0,0,0,0.18
0.333,0.557,0.0653,0.421,0.15,0,0,0,0,0,0,0
0.333,0.557,0.0697,0.421,0.147,0,0,0,0,0,0,0.0902
0.333,0.557,0.076,0.421,0.146,0,0,0,0,0,0,0.0451
0.311,0.56,0.0764,0.421,0.14,0,0,0,0,0,0,0.361
0,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.4,0.59,0.138,0.421,0.172,0,0,0,0,0,0.317,0
1,0.648,0.386,0.577,0.376,0,0,0,0,0,0.15,0
1,0.653,0.528,0.94,0.444,0,0,0,0,0,0,0
1,0.636,0.705,1,0.565,0.702,0.683,0,0,0,0,0.0451
1,0.602,0.796,1,0.711,0.089,0,0,0,0,0,0
1,0.555,0.499,0.842,0.552,0,0,0,0,0,0,0.0902
1,0.555,0.108,0.54,0.161,0,0,0,0,0,0,0
1,0.565,0.017,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.561,0.0268,0.421,0.0879,0,0,0,0,0,0,0.0451
1,0.554,0.051,0.421,0.167,0,0,0,0,0,0,0.124
0.894,0.559,0.0504,0.421,0.13,0,0,0,0,0,0,0.552
0.583,0.564,0.0237,0.421,0.058,0,0,0,0,0,0,0.0451
0.667,0.554,0.125,0.421,0.187,0,0,0,0,0,0,0.3
0.478,0.554,0.143,0.421,0.194,0,0,0,0,0,0,0.18
0.333,0.557,0.116,0.421,0.147,0,0,0,0,0,0,0.18
0.333,0.557,0.134,0.421,0.146,0,0,0,0,0,0,0.135
0.522,0.558,0.225,0.421,0.2,0,0,0,0,0,0,0.0451
0.644,0.573,0.293,0.421,0.237,0,0,0,0,0,0,0.0451
0.333,0.582,0.167,0.421,0.15,0,0,0,0,0,0,0.226
0.711,0.625,0.37,0.577,0.287,0,0,0.0489,0.0702,0,0,0.0902
1,0.653,0.616,0.94,0.444,0,0,0.369,0.193,0.217,0,0.226
1,0.636,0.777,1,0.565,0,0,0.41,0,0,0.467,0
1,0.602,0.844,1,0.711,0,0,0.612,0,0,0,0
1,0.551,0.705,1,0.734,0,0,0.0352,0,0,0,0.124
1,0.517,0.355,0.891,0.417,0,0,0,0,0,0,0.615
1,0.514,0.123,0.746,0.153,0,0,0,0,0,0,0.265
1,0.55,0.0301,0.505,0.0619,0,0,0,0,0,0,0.0735
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.558,0.0621,0.421,0.144,0,0,0,0,0,0,0.135
1,0.55,0.143,0.421,0.248,0,0,0,0,0,0,0.693
1,0.549,0.178,0.421,0.259,0,0,0,0,0,0,0.182
0.894,0.549,0.193,0.421,0.249,0,0,0,0,0,0,0.437
0.667,0.549,0.214,0.421,0.243,0.333,0.567,0,0,0,0.467,0.0902
0.667,0.549,0.249,0.421,0.242,0.622,0.583,0,0,0,0,0.0902
0.667,0.554,0.279,0.421,0.242,0.572,0,0,0,0,0,0.316
0.689,0.575,0.312,0.421,0.249,0.579,0,0,0,0,0,0.0902
1,0.618,0.464,0.421,0.348,0.63,0,0,0,0,0,0.135
0.811,0.632,0.407,0.525,0.312,0.588,0,0,0,0,0,0.0902
0.667,0.624,0.417,0.767,0.313,0.581,0,0,0,0,0,0.0902
0.667,0.612,0.524,0.807,0.394,0.579,0,0,0,0,0,0
0.856,0.594,0.722,0.916,0.621,0.38,0,0,0,0,0,0
1,0.555,0.524,0.842,0.552,0,0,0,0,0,0,0.0767
1,0.524,0.284,0.807,0.339,0,0,0,0,0,0,0.413
1,0.503,0.128,0.807,0.161,0,0,0,0,0,0,0.156
1,0.525,0.0379,0.649,0.0757,0,0,0,0,0,0,0.0902
1,0.542,0.0217,0.553,0.0567,0,0,0,0,0,0,0.0902
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.54,0.0254,0.579,0.093,0,0,0,0,0,0,0.753
0.706,0.553,0.033,0.456,0.133,0,0,0,0,0,0,0
0.333,0.554,0.0427,0.421,0.167,0,0,0,0,0,0,0.0902
0.333,0.557,0.0494,0.421,0.165,0,0,0,0,0,0,0.0451
0.333,0.557,0.0556,0.421,0.16,0,0,0,0,0,0,0.18
0.333,0.557,0.0608,0.421,0.155,0,0,0,0,0,0,0.0902
0.333,0.557,0.0653,0.421,0.15,0,0,0,0,0,0,0.18
0.333,0.557,0.0697,0.421,0.147,0,0,0,0,0,0,0.0451
0.333,0.557,0.076,0.421,0.146,0,0,0,0,0,0,0.0902
0.439,0.56,0.103,0.421,0.177,0,0,0,0,0,0.233,0.406
0.939,0.579,0.232,0.421,0.322,0,0,0,0,0,0,0.0902
1,0.618,0.304,0.421,0.348,0,0,0,0,0,0,0
1,0.648,0.386,0.577,0.376,0,0,0,0,0,0,0.0451
1,0.653,0.528,0.94,0.444,0.23,0.317,0,0,0,0,0
1,0.636,0.705,1,0.565,0.483,0.133,0,0,0,0,0.0902
1,0.602,0.796,1,0.711,0.614,0,0,0,0,0,0
1,0.551,0.671,1,0.734,0.639,0,0,0,0,0,0
1,0.522,0.342,0.878,0.44,0.667,0,0,0,0,0,0
1,0.545,0.0583,0.553,0.0977,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.894,0.554,0.0171,0.482,0.0511,0,0,0,0,0,0,0.0451
0.667,0.504,0.0246,0.772,0.0693,0,0,0,0,0,0,0.405
0.667,0.503,0.0374,0.807,0.145,0,0,0,0,0,0,0.839
0.394,0.536,0.0359,0.637,0.158,0,0,0.142,0.263,0.217,0,0.0941
0.0611,0.563,0.0207,0.421,0.0723,0,0,0,0,0,0,0
0,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.272,0.558,0.053,0.421,0.136,0,0,0,0,0,0,0.0451
0.333,0.557,0.0653,0.421,0.15,0,0,0,0,0,0,0.0902
0.333,0.557,0.0697,0.421,0.147,0,0,0,0,0,0,0.0451
0.333,0.557,0.076,0.421,0.146,0,0,0,0,0,0,0.0902
0.333,0.56,0.0811,0.421,0.146,0,0,0,0,0,0,0.271
0.333,0.57,0.0926,0.421,0.147,0,0,0,0,0,0,0.135
0.606,0.598,0.192,0.421,0.231,0,0,0,0,0,0,0.0451
0.939,0.629,0.301,0.536,0.301,0.251,0.0667,0,0,0,0.317,0.0451
1,0.653,0.528,0.94,0.444,0.714,0.15,0,0,0,0.15,0.0451
1,0.635,0.687,0.987,0.551,0.696,0,0,0,0,0,0.0902
1,0.59,0.536,0.807,0.491,0,0,0,0,0,0,0.0902
1,0.555,0.453,0.807,0.506,0,0,0,0,0,0,0.131
1,0.541,0.165,0.649,0.228,0,0,0,0,0,0,0.605
1,0.534,0.0653,0.614,0.106,0,0,0,0,0,0,0
1,0.542,0.0314,0.553,0.0683,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.728,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.478,0.555,0.028,0.469,0.11,0,0,0,0,0,0,0.0902
0.606,0.545,0.0647,0.421,0.262,0,0,0,0,0,0.717,0.18
0.667,0.549,0.0825,0.421,0.279,0,0,0,0,0,0,0.135
0.478,0.554,0.072,0.421,0.207,0,0,0,0,0,0,0
0.228,0.559,0.0456,0.421,0.123,0,0,0,0,0,0,0.0451
0.0222,0.564,0.0197,0.421,0.0573,0,0,0,0,0,0.0667,0
0.333,0.557,0.0697,0.421,0.147,0,0,0,0,0,0.65,0.135
0.333,0.557,0.076,0.421,0.146,0,0,0,0,0,0,0.0902
0.333,0.56,0.0811,0.421,0.146,0.541,0.217,0,0,0,0,0.316
0.356,0.571,0.0985,0.421,0.153,0.698,0,0,0,0,0,0.226
0.667,0.6,0.208,0.421,0.249,0.445,0,0,0,0,0,0.0451
0.939,0.643,0.366,0.577,0.357,0.155,0.0667,0,0,0,0,0.0451
1,0.653,0.528,0.94,0.444,0.716,0.85,0,0,0,0,0
1,0.636,0.705,1,0.565,0.709,0,0,0,0,0,0.098
1,0.593,0.585,0.842,0.529,0.685,0,0,0,0,0,0
1,0.561,0.406,0.746,0.449,0.602,0,0,0,0,0,0.144
1,0.544,0.138,0.614,0.195,0,0,0,0,0,0,0.178
1,0.536,0.0638,0.601,0.104,0,0,0,0,0,0,0.139
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.557,0.0214,0.482,0.079,0,0,0,0,0,0,0.27
1,0.54,0.0427,0.553,0.186,0,0,0,0,0,0,0.187
1,0.543,0.0691,0.421,0.284,0,0,0,0,0,0,0.314
0.728,0.555,0.0551,0.421,0.186,0,0,0,0,0,0,0.201
0.667,0.557,0.0556,0.421,0.16,0,0,0,0,0,0,0.12
0.667,0.557,0.0608,0.421,0.155,0,0,0,0,0,0,0.347
0.394,0.563,0.0251,0.421,0.0693,0,0,0,0,0,0,0
0.356,0.558,0.0642,0.421,0.136,0,0,0,0,0,0,0.271
0.667,0.553,0.106,0.421,0.194,0,0,0,0,0,0,0
0.856,0.553,0.184,0.421,0.296,0,0,0,0,0,0,0.203
1,0.579,0.245,0.421,0.339,0,0,0,0,0,0,0.107
0.894,0.609,0.269,0.421,0.315,0,0,0,0,0,0,0.226
0.667,0.62,0.263,0.525,0.268,0,0,0,0,0,0.233,0.0451
0.667,0.624,0.357,0.767,0.313,0,0,0,0,0,0,0.135
0.644,0.611,0.458,0.794,0.38,0,0,0,0,0,0,0.0451
0.356,0.577,0.293,0.627,0.288,0,0,0,0,0,0,0
0.772,0.55,0.5,0.868,0.563,0,0,0,0,0,0,0.226
1,0.524,0.338,0.865,0.435,0,0,0,0,0,0,0.109
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.554,0.0188,0.482,0.0598,0,0,0,0,0,0,0.238
1,0.518,0.0339,0.723,0.133,0,0,0,0,0,0,0.219
1,0.523,0.0537,0.685,0.246,0,0,0,0,0,0,0.343
1,0.543,0.0691,0.421,0.284,0,0,0,0,0,0,0.182
0.539,0.554,0.0628,0.421,0.215,0,0,0,0,0,0,0.135
0.583,0.551,0.0852,0.421,0.241,0,0,0,0,0,0,0.39
0.333,0.557,0.0608,0.421,0.155,0,0,0,0,0,0.233,0.18
0.333,0.557,0.0653,0.421,0.15,0,0,0,0,0,0,0.0451
0.606,0.55,0.114,0.421,0.226,0,0,0,0,0,0,0.369
0.667,0.549,0.136,0.421,0.242,0,0,0,0,0,0,0.594
0.689,0.554,0.151,0.421,0.248,0,0,0,0,0,0,0.406
0.728,0.574,0.182,0.421,0.261,0,0,0,0,0,0,0.135
0.856,0.612,0.265,0.421,0.306,0,0,0.101,0.0702,0,0,0.0451
1,0.648,0.386,0.577,0.376,0.407,0.567,0.549,0.193,0.45,0.233,0.0902
1,0.653,0.528,0.94,0.444,0.702,0.35,0.11,0,0,0,0.0902
1,0.636,0.705,1,0.565,0.138,0,0,0,0,0,0.316
1,0.602,0.796,1,0.711,0.504,0.45,0,0,0,0,0
1,0.56,0.389,0.733,0.433,0,0,0,0,0,0,0.135
1,0.549,0.156,0.601,0.218,0,0,0,0,0,0,0.18
1,0.565,0.017,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
0.894,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
0.667,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
0.667,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
0.667,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
0.667,0.56,0.0768,0.421,0.112,0,0,0,0,0,0,0.226
0.667,0.549,0.214,0.421,0.243,0,0,0,0,0,0,0.226
0.667,0.549,0.249,0.421,0.242,0.768,0.45,0,0,0,0,0.226
0.667,0.554,0.279,0.421,0.242,0.147,0,0,0,0,0,0.406
0.667,0.574,0.302,0.421,0.243,0,0,0,0,0,0,0.0902
0.689,0.602,0.326,0.421,0.256,0,0,0,0,0,0,0.135
1,0.648,0.502,0.577,0.376,0,0,0,0,0,0,0.271
1,0.653,0.616,0.94,0.444,0,0,0,0,0,0.233,0.135
1,0.636,0.777,1,0.565,0,0,0,0,0,0,0.372
1,0.602,0.844,1,0.711,0,0,0,0,0,0,0.0696
1,0.551,0.705,1,0.734,0,0,0,0,0,0,0
1,0.503,0.417,1,0.483,0,0,0,0,0,0,0.066
1,0.485,0.178,0.926,0.206,0,0,0,0,0,0,0.177
1,0.531,0.0399,0.614,0.071,0,0,0,0,0,0,0.138
1,0.542,0.0255,0.553,0.0567,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.556,0.0822,0.421,0.178,0,0,0,0,0,0.817,0.476
0.978,0.55,0.149,0.421,0.261,0,0,0,0,0,0.133,0.183
0.667,0.554,0.125,0.421,0.187,0,0,0,0,0,0.233,0.0451
0.667,0.549,0.193,0.421,0.249,0.44,0.567,0,0,0,0,0.135
0.856,0.545,0.272,0.421,0.298,0.677,0.35,0,0,0,0,0.484
0.811,0.546,0.296,0.421,0.283,0,0,0,0,0,0,0.226
0.667,0.554,0.279,0.421,0.242,0,0,0,0,0,0,0.135
0.856,0.579,0.384,0.421,0.298,0.316,0.317,0,0,0,0,0.135
0.728,0.599,0.341,0.421,0.265,0.729,0.133,0,0,0,0,0.365
0.667,0.62,0.341,0.525,0.268,0.611,0,0.333,0.263,0.45,0,0.27
0.856,0.64,0.538,0.869,0.392,0,0,0.584,0,0,0,0.265
1,0.636,0.777,1,0.565,0,0,0.48,0,0,0,0
1,0.602,0.844,1,0.711,0,0,0,0,0,0,0.257
1,0.552,0.695,0.987,0.722,0,0,0,0,0,0,0.263
1,0.533,0.262,0.746,0.317,0,0,0,0,0,0,0
1,0.545,0.066,0.553,0.0977,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.556,0.0183,0.469,0.053,0,0,0,0,0,0,0.0833
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.894,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.667,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.667,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.667,0.561,0.024,0.421,0.0879,0,0,0,0,0,0,0.0997
0.561,0.548,0.0549,0.421,0.226,0,0,0,0,0,0,0.168
0.333,0.557,0.0494,0.421,0.165,0,0,0,0,0,0,0.316
0.333,0.557,0.0556,0.421,0.16,0,0,0,0,0,0,0.0451
0.333,0.557,0.0608,0.421,0.155,0,0,0,0,0,0,0
0.333,0.557,0.0653,0.421,0.15,0,0,0,0,0,0,0.135
0.333,0.557,0.0697,0.421,0.147,0,0,0,0,0,0,0.135
0.333,0.557,0.076,0.421,0.146,0,0,0,0,0,0,0.135
